"","Hd12_1","Hd12_2","Hd12_3","Hd12_4","Md6_1","Md6_2","Md6_3","Md6_4"
"DEPDC1",7.48238547711629,7.58570444562628,7.32622581256757,7.44891326836919,10.4736782538525,10.5139850630959,10.6535198703953,10.5505080581601
"KIF4A",7.9241548687135,7.65751765749701,7.5658907554621,7.3750454929546,10.3214461212348,10.3103392843895,10.4068307531115,10.309590678053
"SPAG5",7.94863513476936,7.60513448047575,7.68180304639259,7.74929715533496,10.4215382848752,10.4809061913031,10.6042229995824,10.5880293726399
"NUF2",7.49753263175817,7.50450529611953,6.90250275623127,6.88622067707024,10.2570511025468,10.3370208528678,10.4393627481389,10.3883767595416
"ANPEP",9.39664010635088,9.26167290878383,9.32283964732285,9.24518025943476,9.09035674149094,8.94510033918384,8.83760127525303,8.82108260366761
"KIF20A",9.43103068225095,9.04692400833146,9.10042467456654,9.14833920777626,11.9302574429527,11.8422784711091,11.8576907475456,11.84314051217
"KIF23",8.71368094370784,8.51748318341927,8.5553009931754,8.51628104855372,10.203031610535,10.1614819305035,10.2493491383003,10.1959967799859
"HAS2",9.05513943868742,8.99764988649979,8.93652709462533,8.83322790592873,10.8356142118345,10.920652474561,11.0560860038576,10.8956436145903
"TROAP",6.29176901100488,6.3731649084975,6.58210180024915,6.45321135648825,9.17246450565157,9.24433388198345,9.33071837078008,9.13136472574866
"BUB1B",7.71521198112855,7.1922805366649,7.35435065009737,6.99511464395093,11.3158709984169,11.223243253854,11.3829050820817,11.3305608533641
"KIF20B",7.68811538369281,7.12378127945601,7.47735056318779,7.38536586378791,10.0811403874434,9.83759116374035,10.232923936206,10.0097306396039
"HJURP",8.36816298409806,7.65536517030025,8.11116904292456,8.23555168928589,10.8053251191608,10.6777109182675,10.7306355371803,10.7268635645377
"DUSP6",8.50351945001758,8.49328507413077,8.31352431143724,8.46403724466524,10.6479983332001,10.878113977579,10.8278202130502,10.6880850117371
"KLHDC3",11.8576473355624,11.8240751296656,11.6877660284831,11.9001129854874,10.3372830638071,10.4755663729074,10.1968320558531,10.431767117833
"PCLAF",6.86865424728476,6.6811915714057,6.03980385947094,6.22642725310205,10.8213518523313,10.7469324467259,11.0099882678083,10.9471710667823
"NEK2",7.67700363506956,7.33271546166157,6.61736755704349,6.97063224353277,10.5581038778641,10.5728806814456,10.7218713655321,10.6195521787975
"PTTG1",9.84105007765042,9.40321495534962,9.32636811078975,8.91014378152265,11.8408244314496,12.0473442863723,11.7861578606493,11.910714257861
"STC1",7.9940102023749,8.07944983099135,8.30942375131216,8.17842976480963,6.53945523905484,6.71265108419491,6.30657101390914,6.4186255972594
"CLSPN",6.29536933765323,6.71132204139821,6.29161530527741,6.29769298157967,9.1748937506708,8.86533237304489,9.12468597829899,9.07791383409421
"PRR11",7.98465905126571,7.98498904827794,7.90881439490384,7.92395835860668,9.91185509152669,9.95985725686369,9.84927834900427,10.0329066553436
"FANCI",6.98666876885308,7.17968398212816,7.15712433258585,7.20099329024218,8.19397304291318,8.02300199462617,8.08650399973231,7.80564018175427
"SCN1B",5.71587552906005,5.56094399846597,5.97494557402801,5.70566065482307,7.37182697530201,7.238475319913,6.80697562299633,7.38097536982084
"CDCA2",7.02053659274984,7.33569230761921,7.05114516785884,6.8297095164027,9.71037096489014,9.62826766972181,9.67318694547219,9.62433325009893
"SMC4",8.49527959322248,8.71038611202906,8.51947896150079,8.49805766920378,12.3601360034404,12.2600029648397,12.5004101231015,12.418048774195
"STIL",6.72256308736599,6.27944652244963,6.56325219503907,6.27010045419027,9.12180124944465,8.75804726167479,9.14544006792515,8.98589289381353
"TTK",7.30185106975059,7.01928553437143,6.90683787637594,6.50395060543326,9.80037460606504,9.87790243493823,9.77933793145219,9.75500990824759
"RAB27B",8.94334484889421,9.17648330182207,9.19273181587514,8.98068463705829,7.40984502327828,7.55729085480066,7.65061183093943,7.47656047951746
"NCAPG",7.84948799660567,7.95573191034929,7.28144795115342,7.57734471481231,9.82899112991186,9.79039732159593,10.0761152284782,9.92399927040722
"EGR2",8.98871549125319,9.0583591278549,9.41781956921894,9.2437490954032,7.69630118005737,7.47703411312829,7.97575828403576,7.70591864377922
"INCENP",8.29310746712155,8.39875155176052,8.47264859246299,8.56719917352361,10.2993056470509,10.2094949094924,10.398325636207,10.3354994750046
"CKAP2L",6.46241450884934,6.93854736043501,6.42950061420213,6.48105299640415,11.6389569658902,11.5395791559697,11.7344780394118,11.6823256085371
"CENPF",8.63097990182602,8.61323639226197,8.59526290741375,8.48496361780243,10.2170578013228,9.85416182104824,10.2186922036175,10.0997073748249
"CENPA",7.88321995606124,7.16869995772258,7.3642793985258,6.60232408638785,10.4239739254203,10.6129657049867,10.4842051135553,10.5884475131861
"MYBPC2",5.33007525380114,6.27443975346362,5.98426334581213,5.92871284974022,6.27952092369835,5.71380905774768,6.22297699440978,6.07343636177885
"CKAP2",10.8066533270364,10.7919440818804,10.7916610291566,10.7034763792492,11.07179555874,11.2092811282473,11.1166741511639,11.252866570942
"ENTPD6",8.80969264396796,8.82968533550162,8.58942124326733,8.92634442561585,6.98753498727685,6.71181992003356,7.03387439049916,6.97566356002546
"RHOB",12.1550462408892,12.0477641054473,12.1270484959999,12.0701273735633,13.7393487252292,13.716511459696,13.6912002423658,13.7297116432023
"SLC3A2",13.0819563809458,12.9847767678281,12.8519825982598,13.0056469726305,11.4593870520948,11.4333074437214,11.3808035277844,11.4562250444292
"RFX8",7.68306740760581,7.79250602980851,7.5077199609088,7.57792511874117,3.69190849006273,2.84962833665146,2.28029427572308,2.59752859532816
"SNN",9.18080929250141,9.36833681137607,9.19966577125035,9.17181251559698,10.1862766933597,10.1020069209761,10.1181460875501,10.2074800535435
"TSHZ1",7.52592589999764,7.67991937931875,7.87154428854032,7.58776400133991,7.88571178573938,7.94391413649204,7.7863984578152,7.76505341326186
"XIRP2",4.99594305615115,5.97561468374732,5.98229860643694,6.03969581743175,7.23126609296526,6.74224485294935,7.29295025793046,7.01158117717454
"PARPBP",6.59242961317484,5.94899382092222,6.38680245599374,6.40081777287608,9.65902536844824,9.69353315185193,9.574958797745,9.71676039660103
"TNFRSF19",9.52335259942093,9.49854595479141,9.24592671039409,9.34318553833109,2.48900104801931,2.37963770208612,3.14360017118717,3.83851876557305
"DLGAP5",8.55376151699679,8.55831178294401,8.31733759091471,8.15348473193771,10.0618662353966,10.0404619916342,10.1323141434643,9.94220995619044
"ATF3",5.88651668953833,6.8132318354277,6.76682320972814,6.76407952961334,9.52511236346946,9.49439058242292,9.59597577243271,9.49047143891492
"EMP1",11.3618622556959,11.3139437362987,11.3869367068189,11.3873873762296,13.9555251497981,14.0121252178437,13.9669918244629,13.9602252684913
"KIF18A",6.75569430791269,6.89650764302688,6.29474252409113,6.24714017838446,7.91144137723746,7.93271916422794,8.00078979453842,7.94643749100973
"NDC80",7.76843815050975,7.84598283711329,7.60537164441841,7.53221682753659,9.76193495056718,9.77026883590584,10.0121079739986,9.9064746265675
"RRM2",7.72242319420252,7.08712477990803,7.26805816543719,6.55249196090181,13.3260478654308,13.3029504794867,13.362336582075,13.3437631340508
"SMC2",8.79576673999057,8.99056151789166,8.81867562686696,8.89352837955691,11.5476813279005,11.4294124412737,11.6454307660386,11.6167613566864
"MELK",8.47407081366072,8.18938792602397,8.30971624627193,8.03606871057487,10.7152105394078,10.7335285171745,10.8392861308661,10.8679575039458
"CPNE3",10.164635923394,10.3556751433021,10.2582126238736,10.1172745085746,10.5681501049144,10.3503414739529,10.4506323622542,10.4946338138052
"TNFSF18",9.07830316055415,9.16544560179534,9.56930251914848,9.42020640161562,1.46650796148146,0,0,0
"SFXN1",8.59216750690471,8.57056933659833,8.61746782212758,8.57254517521301,9.11406503581865,9.17625701999111,9.2220224264664,9.22102475831669
"ITGA5",11.3647226969991,11.4923175928212,11.5243813521304,11.615773603017,10.7654809669653,10.7400903306305,10.5960903667721,10.8948822734754
"GPT2",8.49625197232391,8.70955165551872,8.36761290600545,8.51832953681754,9.87519326157449,9.68347555212337,9.81779788863317,9.83689229953229
"COL4A1",10.8785084270129,11.0961411056011,11.0898717580963,11.0388119500532,10.0778218137077,9.97384113601221,10.1276122156407,10.1856745329671
"MCTP1",5.7647829158021,5.63074072167987,5.92733285920107,5.78292755289489,6.13677452191997,6.01467004605509,6.13301114017206,6.28877993750266
"COL1A2",15.8647000874986,15.9083630012878,15.8656827021973,15.8929145852791,12.5423189610368,12.4292725786464,12.4927277583238,12.5079363706434
"AMIGO2",12.5081261098539,12.4195943698699,12.4763117420121,12.3722908878737,5.44691858419378,5.72189328883494,6.28467830560433,6.207332633445
"MCM4",9.28255066722735,9.3158864774027,9.1942920774729,9.08381812036675,11.6318128587979,11.569230432435,11.6385461274811,11.6244583235881
"BLM",5.36578861180253,4.76307408943442,5.29309863543222,4.72904431812208,7.80413039593642,7.55150106346693,8.03542623020418,7.81178799495242
"NEIL3",5.71909009075737,6.16908690244597,5.85090515419198,5.87188351963028,8.34432574736379,8.5373249633724,8.64598510253743,8.55270562551815
"JAG2",7.74600669213581,7.54583031333903,7.55235582325602,7.59155182072721,7.90094770152042,8.02750997564547,8.14450557229516,8.05006571482843
"CBX5",9.21138044692624,9.46301499336818,9.38003977846935,9.31829125175411,12.3382097961792,12.1329183016602,12.3413187233128,12.2854699422594
"STRADB",11.0069448594283,11.1920035474006,11.2562519219846,11.1108419859905,8.07488067229112,8.17764973724179,8.13026666936044,8.04240048119791
"ASPM",7.26958643129064,7.6177588221877,7.2606697298589,7.10383129772703,9.80327370333387,9.45847798489134,9.83002379811619,9.69798125046643
"TRIB2",9.17428945960375,9.33193130598575,9.32820562054796,9.39589912421526,7.43359414134722,7.36531046306133,7.63982715403191,7.46223997900228
"NCAPG2",8.24354335720297,8.37920525071219,8.33344142357266,8.11819222065978,9.72633059225304,9.68145960882549,9.88762853071137,9.79370266983048
"GAS1",11.329174095477,11.2868395467653,11.170814099684,11.2322612663219,11.783440225299,11.7675086823011,11.7414291836168,11.7396601714743
"FOSB",4.81766623855646,3.8744702115275,3.20826612846529,4.08772458020273,3.82079942720129,4.22693128946622,3.35788213961804,3.86396864549306
"ZWILCH",8.18278895418156,8.47473219837145,8.32656004270245,8.1913788619853,9.65187940640808,9.48103275703213,9.6465878009595,9.62868716045064
"PPP1R15A",10.9413799566467,10.8762635159858,10.850037247326,11.0923359228313,8.75309580406734,8.95664375198602,8.9279537886449,8.70958625350603
"DHFR",9.57661954703841,9.56236919691446,9.63104044471432,9.42530629569852,9.01731285464753,9.02594604500571,8.94518544165925,8.96256392668489
"CIP2A",7.74960240464427,7.55675917077219,7.74308501253062,7.85461507714384,10.761753995726,10.6471934160363,10.8261548732743,10.7892039082733
"MIGA2",7.75568942396072,7.95809770784113,8.02258372716772,8.16410761705894,7.63197780525792,7.51324496207948,7.38700332352696,7.54623750096127
"TSC22D3",11.4728766216359,11.2054162986981,11.3936160385656,11.3980976882905,10.5135455484882,10.6624489537697,10.4115516912083,10.5392656157722
"ATAD2",7.73785720689219,7.79938860881246,7.87987940460054,7.6209646372735,10.1651228459081,10.075215319706,10.1969379437445,10.1195105000967
"SCARA3",7.63323631032333,7.64792380798276,8.08972411443456,7.32938705368462,5.69057021708559,5.63250217057072,5.94936828085876,6.06823091420532
"CEMIP2",9.2111307157144,9.50305410699571,9.4872277042279,9.45318243438499,8.74575758312631,8.40826411048391,8.63520294753274,8.50608136445329
"MKNK2",9.5859986919094,9.71956587340895,9.70719794514257,9.5942501875447,11.1592663401916,11.0639664993938,11.0130385081663,10.9855540392724
"KNTC1",5.97903361413423,6.18836504963935,6.24534339025848,5.95364370009652,9.68470515876093,9.59866738568445,9.78115659893084,9.58184155942061
"ITGA10",8.34155858688931,8.25929831697109,8.41376873827588,8.23345995143058,7.37590631960748,7.49378642575581,7.46616619670583,7.62885835819656
"LMBR1L",7.87119456040952,7.87045958415575,7.89143411504788,7.9057224033232,8.3507480970843,8.39096272331932,8.37703452392538,8.07047048085262
"PPARD",9.8640622806274,9.98198333552951,9.96020201533354,9.93977297016141,7.85978809018737,7.59057355851659,7.6909433114412,7.9410369444167
"MYOD1",12.4822094384656,12.2664838579575,12.413750925531,12.3951284176996,9.66448737607971,9.55803539297433,9.42916937494709,9.75707483919777
"MOGS",10.0748761474334,10.0571723307548,10.0862863082331,10.1042838193903,10.4296754587056,10.3439503440452,10.4303080146592,10.5640008473243
"JUNB",10.917682954158,10.509442099414,10.4459843806635,10.5944840735219,12.1222814709875,12.2281328283351,12.1063326171836,12.1535795433253
"MSC",10.6566482899569,10.3416045049522,10.3934144995232,10.6454521115949,8.2865664924662,8.31419660615123,8.2860631355768,8.28017124891294
"MAD2L1",7.2800667027843,6.91537202809384,6.75393360565971,6.75829005048223,9.75213543109754,9.82052916153465,9.98308367227876,9.92548390213583
"DES",16.0420115516808,15.912225570796,15.8567160320632,15.9445885152494,13.9091144565363,13.9927361228342,13.9183938389724,13.9478772748928
"CMA1",4.38553321958295,5.17381717639223,0,5.02739075503534,2.11855965428986,3.72058225273463,0,3.44823105267242
"GADD45B",10.9525750045254,10.6646075618446,10.7394016116001,10.5965770819784,10.6420631210751,10.7160853326354,10.5487248702776,10.5901151354837
"TRAF4",10.4122040304028,10.3994005157356,10.4135365790652,10.5556692447542,10.6425934271958,10.6580857997601,10.6091726202257,10.6544612877791
"STX3",8.22317745656148,8.19639611119116,8.34521657056858,8.08683759250844,7.75058833128941,8.00434496799172,7.563745489295,7.79909795923644
"PSD3",9.20423225703403,9.83038157596493,9.79412969497117,9.75377800521476,7.69935963013997,7.24198675592245,7.5471249660192,7.47933368955091
"ECT2",9.396166462389,9.28725055516128,9.28370902338222,9.27331140696386,11.0711134011494,11.0182566631429,11.2134514410867,11.1329236600016
"PTPN22",6.31618600919842,6.19907968654632,5.91967278057122,6.07904616158238,7.70446902787744,7.8434220538768,7.49706219832313,7.77132303974415
"GTPBP2",10.2618352637505,10.3470736924506,10.3322607240652,10.4494850137442,9.08357543050576,9.0200149175425,9.06526253687875,8.96903903720985
"TMPO",8.37854893146385,8.37586440213028,8.47714646533836,8.31156960638765,11.0911021230703,11.0385924935595,11.1657142323564,11.2322579846765
"FST",9.4603520554959,9.57984098245383,9.48973452805717,9.37876637773649,7.71838055624842,7.91683510949265,7.97895808359682,7.69940541315102
"CDK15",7.49312446141082,7.28054983266334,7.47079713732272,7.14452837966247,5.43114983517721,4.35203926975271,5.31015948664905,4.82283122599194
"NFKB2",9.5901725554083,9.40632932129718,9.42383088732996,9.53871718937328,9.36871286296856,9.31483627433499,9.02828193718506,9.37050447767855
"RGCC",9.19586587794757,8.68934096944771,8.62911276457662,8.60174587528441,10.1748575037998,10.029175082259,9.89416843969241,10.0017161405878
"SRPX2",10.2081240833496,10.4298946262736,10.3453781594597,10.2570457915457,12.2504850882063,12.1206140615017,12.0975247683996,12.1796072887732
"MIS18BP1",7.69881267822872,7.62428282688103,7.76293840794662,7.39796442673905,8.86102323826,8.84021670744127,8.91059615665829,8.90159817889298
"CD44",11.2420901290537,11.2357753566613,11.2621672073731,11.1203554311799,13.4626142722977,13.5022116341896,13.5160267197195,13.4637015732209
"TTF2",7.38005516709493,7.55916291474288,7.65221774170686,7.81398751214204,8.53599408053589,8.50398492836539,8.47548214869782,8.41146079774965
"TNFAIP6",8.46806707315272,8.23932715717843,8.4690787158733,8.14158023273495,6.04407189124207,5.72166956981849,6.94071084855708,6.65917327080209
"CKS2",11.2037020314204,11.0456911408449,10.8081386884457,10.862185813047,13.3930632763993,13.4661384698918,13.3528419272076,13.4759776598611
"ZNF668",9.14193493275519,9.09146908696393,9.24278967345781,9.26660701325069,6.48693718763184,6.53534167327743,6.54728043391181,6.50073364711307
"SRXN1",6.65145437828799,6.52276603714627,6.01833420877609,6.89512947044215,11.0132568416841,10.9657462170762,10.982263798853,11.0325621694853
"SHISA5",11.2989087384179,11.1847815097561,11.1578100702583,11.238179850206,12.1478059046516,12.2388620117876,12.188045197868,12.2187257998709
"ARL15",8.05638203710245,8.23269274713511,8.28858250415041,8.3710989614843,9.63948634892582,9.50202108908706,9.53233667369675,9.42556039629021
"SPARC",17.147245921884,17.1371434965171,17.1416793412283,17.1488971366014,17.0300984217069,16.9965811405266,16.9956226642832,16.9637920157872
"CA5B",6.94914919804121,6.6548207111053,6.44640279737908,6.56459642856329,9.47346100349923,9.27926703425365,9.32180930512701,9.36526582080495
"SERPINH1",12.9504656315385,12.9009621797222,12.9284666826449,12.9624432056911,15.7860675312592,15.7636476537773,15.6937037800102,15.6802759642955
"ADAMTS2",10.7818736142617,11.0134242986101,10.9949899846812,11.0477560176396,9.39199782583192,9.12497710962075,9.29231684894607,9.2098027845857
"RRAGD",7.70038608707233,7.84191839953511,7.75681064269847,8.0028746588416,7.23859283804203,6.90099999819162,6.96144992553422,6.86543286290441
"SLC40A1",10.484775451344,10.5081007511839,10.4675328584893,10.3872405282381,7.17907027806791,7.41097845332849,7.10687030470197,7.14460284504398
"GALNT18",7.47878317615455,7.61684235234743,7.29128436551861,7.55320786464583,7.54737921471578,7.41211139368126,7.15787513270449,7.37575182657327
"MEIS3",5.18248696360676,4.91358266660928,5.40175448525063,5.50648098741399,6.51904981969995,7.10551328771419,7.05508196112002,6.66501376996203
"MAP9",7.49322356991186,7.44363461680665,7.41403897631225,7.25506622575845,7.39807017015853,7.31816916680873,7.34909954921899,7.09321355363824
"LONP1",10.8813472521567,10.827589738111,10.7476311561028,10.8282421274837,10.9352214264962,10.8180736931641,10.9926062716954,10.8888214314721
"UAP1",11.2135218092668,11.1116190435538,11.0465836382356,10.9835112542194,10.7080823640406,10.7700788472176,10.7834487956705,10.8018278130516
"CDC42EP3",11.854176320402,11.9090049065071,11.9554755310445,11.8245035511325,11.9512925577406,11.9729944505991,12.0306896242051,11.9375499585615
"KIF2C",7.96032738580555,8.00575396622098,7.7482397413565,7.76025718467797,10.6841036807795,10.7371946210902,10.7475653456743,10.6692461232177
"MVD",10.4162356379247,10.4497511543255,10.3619599043945,10.5753581120581,10.8511373155015,10.744304199762,10.7921393976221,10.8844633251599
"EPHA2",9.7024736160167,9.67144133863731,9.80832284700012,9.79397430785992,10.4945618043161,10.4485217502848,10.575878994869,10.4735572911896
"GAS2L3",7.39493702184872,7.89261169344648,7.56110678144473,7.43540015591544,9.60588629177273,9.27704334570981,9.57473644035068,9.58429041207396
"DIAPH3",7.56553126077345,7.72159144275203,7.82900575606954,7.65292372098332,10.6028248086785,10.4891032189968,10.6854801704876,10.6468282793066
"CDC25C",5.82946525824019,5.75620867165121,5.3744297231074,5.00267155128541,9.41766851552323,9.43856680436974,9.26536986929933,9.41998961366929
"DMPK",11.9721263068855,11.9401334296123,11.9191884653957,11.9460633637823,11.0422117680665,11.1068998433165,10.9271981590379,10.9879772275801
"WBP2",10.6890677754387,10.6909650013756,10.6608788408191,10.7360572720067,10.5222336157715,10.4132205348075,10.3851450939899,10.5143264906426
"ULK3",10.1618007415716,10.2258101198712,10.2755830490628,10.3070083733462,8.05835316074071,8.27268589715216,8.21078455111713,8.2349337114091
"CCDC18",6.44960073743644,6.40139182581187,5.89299831406305,6.2214989367803,6.70153116458803,7.07868765886279,7.34823282841506,7.09885233635613
"PLK4",6.35253099263153,6.45811463769822,6.00488078231726,6.24345478237827,10.1742005104295,10.0854124357836,10.1326318743513,10.1906897164873
"INSIG1",12.2148840585773,12.2979060371368,12.2608064692915,12.2010575052077,12.7159085914092,12.7054709475521,12.7317661550912,12.7161558023349
"TUFT1",10.2210175735409,10.3228907943045,10.3931716900287,10.3606326295953,8.67575686734875,8.86222871015143,8.74107656651685,8.84494624378983
"PCNA",11.9668984398454,11.6545230595387,11.7281427024539,11.6625875568947,12.0638258532265,12.1945906532869,12.1646076257122,12.120803935662
"PPP1R12C",9.2875340347311,9.14584724993139,8.96508344721308,9.11077188195949,9.26552721275231,9.28622531807413,9.26418878394711,9.17321574005309
"GPSM2",7.75399961329873,8.0319262734823,7.70684879761453,7.90733804948765,10.2467555667283,10.2824714965959,10.2414877010871,10.3344975974375
"URGCP",8.60963946378497,8.71878867555454,8.73298874173997,8.61934207303849,8.45663550043932,8.3451664006508,8.5160237096911,8.55658663801063
"HSP90AA1",14.3778541222887,14.3174810278994,14.2563095677184,14.2828764311559,14.8168650664326,14.8882947627929,15.0056608457339,14.9262192851551
"CYP4V2",7.68501503519998,7.83448829878381,7.8280855772863,7.70629440167355,7.01356433805693,7.36033621614557,7.40958283438908,7.07533056827824
"HACD3",10.2363190942127,10.246385439408,10.1533287877457,10.0916385085902,10.6644425960933,10.8065557102123,10.8603849973202,10.7914005401151
"BBC3",9.33549258950214,9.06709563569127,9.12645470864297,9.29063997749933,7.67433910096879,7.27813103178852,7.45001026098627,7.40010777145567
"SLC35A4",10.4879196758981,10.516556282034,10.5133333274583,10.4559322761704,10.6385257909626,10.8017723191075,10.5962359136186,10.6191811343469
"NUPR1",11.4478849295621,11.1775768294101,11.2712822275411,11.1735599025069,11.3274463874026,11.3514933771932,11.2655710089354,11.1999565830634
"P4HA2",11.9576485055255,11.9040506127856,11.8739273267369,11.9410187608357,11.6020662201633,11.6671846231321,11.6377609508778,11.5741756797762
"EXO1",6.09938113304464,5.67539846702717,6.10669786302197,5.81893407074357,7.73602901021329,7.78244498666477,7.80514229048391,7.3703906587865
"ESCO2",5.08652260727829,4.63205116688587,4.9700851662053,4.34147866032783,8.60978265217863,8.71013675951131,8.79279824563312,8.5282905083965
"OLFML2A",11.5527124700946,11.8737531883051,11.8583347885498,11.8951296509182,5.55584403611413,5.22868965946039,4.62440696958449,5.3812774255828
"GEN1",6.68446989743713,6.88785144602087,6.83711691683316,6.80715341417988,8.73861522616736,8.79083587061598,8.83356467527682,8.85185604803282
"SLC48A1",8.04224005291575,8.10595788293035,8.09479079333632,8.04425577627835,11.8424479345551,11.955378148756,11.8034117847826,11.7974818482356
"DPYSL2",9.37047294746527,9.50067288867121,9.56934456143738,9.58667829419107,8.9243702470397,9.21065556765166,9.13773097343774,9.04279828528052
"APOE",9.45070881327044,8.94501781084238,9.28245437887696,9.17734001481975,6.81532818694389,7.00367564888555,7.01492273415386,6.52336345556742
"PRIM2",7.64373534191717,7.73061085145669,7.72533456947494,7.58947697657809,9.14179982193551,9.05864781318269,9.19828384323434,9.09220857842866
"STEAP2",6.54259959586228,6.88946507224362,6.66584308864558,6.64070071125572,9.68089233867752,9.57858738978109,9.69309291343874,9.72752163167457
"RAD51AP1",7.3980493635736,6.91482082746314,6.91032365179766,6.48055122220031,8.60769078250829,8.76820921513761,8.61749559072817,8.7057292321949
"IGFBP3",13.7334188015538,13.7677544598427,13.8756704988513,13.7649550896813,9.55085802341119,9.65531617381469,9.4919814163072,9.60340518470866
"TFDP2",9.51486796083881,9.58650199209489,9.46379945480249,9.46021375767343,7.0657685099646,6.8442621568917,7.10903822803851,6.99977185887451
"PBXIP1",13.2951479331714,13.2582612337158,13.1799914954415,13.2834141511005,10.7209816642335,10.5752697236275,10.8635059188575,10.7343353987301
"CTDSPL",10.3340838896077,10.4279244727999,10.4276310778583,10.4763956612196,7.49195526119528,7.43340864496199,7.42557829598776,7.33705267040976
"SRPK1",8.58658170364251,8.77226091735655,8.70245538762317,8.74477002702183,9.04671675442434,9.00228739469945,9.07344165763705,8.95287950649464
"RASL12",0,0,0,0,6.11335075352672,6.05980329784102,6.13133811378374,6.24541369301627
"BCAM",10.7998882506831,10.6208408599131,10.738811703611,10.8145677194182,6.83697816739997,7.10111402056221,6.78957391840319,6.97725898963565
"LOXL2",12.3999410234259,12.4939292726027,12.4126470034101,12.4501660778066,8.92782580624851,8.95910749639915,9.0456835341621,9.01179582474912
"EHD1",10.0617195055872,10.0378391434147,10.0675866300843,10.0897912568093,10.9194521511084,10.9174050785632,10.9146174082834,10.8569836437538
"HMGB1",11.0903682136392,10.9797036719084,10.9736358411734,10.9194132664014,10.6304178902486,10.520742342526,10.742136567775,10.7921121855284
"ANGPTL4",8.43715200326438,8.07175543044176,7.93734852856047,7.65036798682797,11.1249357902848,11.1684887088476,11.1061351599941,11.0609733639278
"MAFA",7.4348732284514,6.84749434577457,7.39334778255003,7.01021184781047,7.02270116461014,6.82421643766292,7.02841301287751,7.08546122366068
"MREG",7.80162755425584,7.51004631675822,7.40355747505634,7.71010940682751,6.68779942098748,6.49422888657551,7.09256925626425,6.8199786069993
