"","Hd1_1","Hd1_2","Hd1_3","Hd1_4","Md1_1","Md1_2","Md1_3","Md1_4"
"KRT17",5.52804246791881,4.73314788290856,5.58532585997059,5.20468611140165,0,0,0,0
"LIPG",1.70593882681222,2.00971951932882,1.69798547971471,1.90145097346624,7.29579605711716,7.4722105547138,7.4577919178136,7.23623199174451
"TRIB3",5.3738129052012,4.65457349571358,4.76985116997054,4.82025515267802,5.61203399704448,5.64302106928964,5.01368907808327,5.86053471852037
"CDK5R1",7.9013256205916,7.65731415954016,7.89999693005084,7.80996641598871,5.62990949741968,5.97869057434174,5.78592020585679,5.77739962278699
"CHAC2",5.09142312536636,5.27930363274216,4.84418702475674,5.03908028239844,7.35311618963494,7.47283137306474,6.89166633533035,7.27420447546071
"KSR1",5.29298859623845,5.3602269334979,5.45642465465877,5.27969691166314,6.26523930261068,6.17487515919113,6.20980244423047,6.24008834364927
"GPR153",9.85850004990358,9.71005648875479,10.0413321924133,9.87356274129206,8.43110654547991,8.33606937717571,8.34671969509603,8.37553976875007
"PRICKLE1",5.22664864617916,4.99666941605965,5.37306368267999,5.13878100125626,6.31112589899939,6.1641032731943,6.15072315255843,6.02447574428843
"KLHDC3",9.58009212610242,9.32498576531241,9.5107474707479,9.51681317904534,9.06144268512289,9.07405126733973,9.22424771398433,9.22979102592731
"RMND5A",7.38487037299895,7.49617047706301,7.55199403184534,7.46146122215269,8.16324019805362,8.27199860795408,8.14678309907861,8.14827393156137
"GYS1",10.1494385718065,10.0772412415121,10.2487812819987,10.2591581022813,8.08491735864022,8.22653084101679,8.30575617738647,8.28016969193989
"ZNF704",1.92935390839726,2.67518360439703,2.64908900475097,2.51816977724093,4.81051625279066,4.99549471822681,5.1853792032965,4.80473035086638
"TRIM54",4.87004542238861,4.38847834016925,4.61025142925526,5.00161642923381,5.187773212166,3.96957118085866,4.65464201999072,4.0212909876711
"WWTR1",8.92073080589916,8.98441715820085,8.96932668470293,8.95417806887292,9.98059312117555,10.133230943025,10.0367424103411,10.104958503638
"KIAA1549",6.87301409632421,7.10834280031779,7.10618563226658,6.99307454612597,5.08132864477572,4.9746056389821,5.06321409276657,5.16409261073321
"SEMA3E",3.6320815296253,3.9688573788291,3.36682615596167,3.47126695527903,7.86906069800557,8.08349202597575,8.18239673653137,8.13229709786473
"IDH2",9.11706881379986,9.12514380635476,9.0754380983695,9.16029287810531,10.6668904014821,10.614043314448,10.5806754256645,10.6422592902534
"LOXL2",10.5519913669871,10.399797823482,10.4396783569774,10.390524893702,6.66962402152299,6.91325141640763,6.86225478751468,6.92591848362929
"MEST",10.7949020078038,10.881389587397,10.7992361809369,10.7053590123092,5.13054735644836,5.29111497182083,4.9814689414067,5.01180936025868
"MCTP1",4.9035080848058,4.66566331016167,4.45166072363124,4.70920412019126,5.3957547422474,5.53280576457081,5.55658740623809,5.41593899459874
"SLC29A1",10.9521155664979,10.7380617938441,10.9148543527847,10.7978615421876,10.556312152674,10.5271745283672,10.4592600343218,10.5048743973864
"DICER1",7.62961875353353,7.7813359778908,7.60145522652809,7.68971777312693,6.48716060040957,6.5901742551475,6.75750767143119,6.65098560108867
"SFRP1",6.51068245605682,6.6298258563164,6.48099385008102,6.47242674763058,7.93960616588168,8.00173276111924,7.92384021446673,7.83411613763955
"ADAM12",8.54225393445103,8.73690851790358,8.86281930820447,8.62555222455438,6.04602992705737,6.02831313378631,6.07761190584546,6.08967436998778
"NID1",8.53303671123519,8.60988292549294,8.6895324250881,8.6408549403525,11.8953864072576,12.0065240641472,12.1507966084303,12.1065938693286
"FSTL1",11.2483803469648,11.3513015993161,11.3791474184367,11.3093899513418,13.1535209848851,13.1751048995274,13.0796074381349,13.1748103613016
"CEACAM19",4.46958969003176,4.09629466576308,4.20723593456597,4.23543645142494,0,0,0.766066608601074,0
"ITGA5",9.70673482404587,9.69478816533902,9.77285651174613,9.69758059191597,10.1863994890241,10.035991352871,10.1084402395982,10.0967401570335
"ARVCF",4.57146523358805,4.86362660159939,4.70125823847788,4.80297854496868,6.03106853903751,5.90555795914216,5.94643606160716,6.00887326008748
"SNN",7.61069755842103,7.79896665764781,7.45253359856086,7.67052828488015,9.28171444831871,9.313072479863,9.30052529266798,9.423431936785
"ULBP2",6.24128430055735,6.19900032885709,5.98956464093308,5.8052613164735,7.19516816827473,7.06987850391319,7.09912002679158,7.23317772134829
"TET1",4.72612150399278,5.07733154450453,4.28155361457392,4.98013838410099,4.40309661581292,4.40034722309351,4.4153628567895,4.47195103536827
"HIPK3",8.97851222815678,9.14176171316314,9.25100467119876,8.96434739422419,8.51746891075477,8.620511411137,8.73968449322341,8.69240977206237
"COL6A3",5.0723098617487,5.00497513448094,5.10757604546032,4.90289619616868,11.9233515388594,11.8128746995118,12.033587954089,12.0424675481189
"LRP4",6.02678183658158,6.13972177840583,6.19211906443506,6.12993125892103,7.54701805059727,7.40345250855963,7.65405330934567,7.61561740263598
"TOR2A",5.43917205409966,5.40796881271031,5.4511774235922,5.2863736850446,7.75943568862592,7.63081871911407,7.55188042106842,7.7694105710914
"DYNC1I1",4.00349543155918,5.01686626396697,4.59652853045483,4.43676579465943,5.64883268656037,5.53710339270705,5.46532960448187,5.85771000313899
"NCAM1",9.2948954051987,9.2976277835049,9.47351481232366,9.39097111014547,8.28481921842188,8.23391260879963,8.2831924618751,8.22703929315564
"DUSP6",6.44773762279594,6.20000942257356,5.91745178412259,6.06965412788376,8.61521375521687,8.64922290193107,8.50165338645268,8.69217782252753
"OPN3",5.2146483656278,5.13827013556431,5.34959330818042,5.2213400524588,6.29440979630713,6.18109002330154,6.24374894395273,6.17105667746066
"PLXNA1",9.65139584843587,9.57250473882625,9.85662453538736,9.64850235085187,8.92167104227993,8.76562553601064,9.06764785935575,8.95164339976764
"RCE1",6.66321377740688,6.46543243549126,6.57488623941943,6.59724684532417,8.56443299903142,8.44184713221839,8.56338855441178,8.39726816695013
"TRIB2",8.1709979226019,8.19342239841216,8.114299942703,8.14892884993876,5.94597809668174,5.9511890452235,6.01852163928445,5.65113457617292
"TMEM132A",7.86627691952518,7.66730207936703,7.83700283807519,7.92779120570794,8.20796625869061,7.98976872369701,8.19994922941047,7.92666552931841
"TRIB1",3.93901207380431,3.96025264694882,3.62985126568745,4.13622968798851,6.01269921620467,6.01673949759712,5.89739405637113,5.7956897758588
"TNFRSF10D",9.97638304038365,10.5014609982495,10.0581151956701,10.0358432274596,7.53950690925567,7.27964803877863,7.30425792046439,7.4465460265174
"STYK1",3.9626979249452,4.05922383942805,4.70161811934962,3.94005563807001,2.94041299096912,3.03240892309962,2.85265300938853,2.73397094999993
"PLXNB1",7.61398905838418,7.68670706313128,7.89067847644509,7.70571202708377,5.92402625461176,5.77761662793322,6.01035383437605,5.88260947729934
"OSTM1",8.77822243307413,9.02387927639871,8.84690475887552,8.93576626722894,6.97605016724435,6.96227317303133,6.8983956632341,7.03063111863098
"EGR2",4.66310716233123,4.67281982947283,4.29385071937256,4.95505711505451,7.12014807623956,7.20873915039736,7.08152698960749,7.38928919209935
"ADAMTS7",8.76035491950309,8.67196674921201,8.82268680252006,8.71347847164516,9.143268311549,9.08539099394297,9.30348922886198,9.22222487581058
"AXIN2",4.0986939559733,4.06628062602189,3.6453597973694,3.79007353916286,5.14732872953127,5.21383481802404,5.15117571506506,5.16204046648363
"CDC34",9.6339298239592,9.25081677976635,9.35161643339615,9.44401555409612,9.40321382951281,9.59711029559513,9.64820162518142,9.58704251488577
"NKIRAS2",8.02341340997679,8.08732413358227,7.98785724413839,7.90704691044125,7.84865438083527,7.9392639289132,7.6060034464661,7.63337427221668
"INAFM2",8.40140258338834,8.48829267716804,8.54962609215776,8.36791793323056,7.37894720873953,7.14777710533367,7.20127197946707,7.13153024936651
"TUBB6",11.6931101460414,11.5443577078885,11.5933265609306,11.7236515805063,11.6032618182297,11.5056879872311,11.6187381154099,11.5651762288516
"TUFT1",7.63575697434452,7.77079366670749,7.66196464940571,7.88681518012802,6.99457843115922,6.82879718707714,6.79584577362798,6.86696921949396
"CDC25A",3.79638192718973,4.27713962436758,4.14399551090859,4.24754848588326,6.96780078231764,7.01734730357343,7.08682463492801,7.01053214836898
"TTYH3",10.2603958636217,10.1241819833355,10.3850615464152,10.2912054741929,9.35503361481037,9.09648071802821,9.19188295018651,9.11998908522246
"COLGALT1",9.82399759964388,9.73794285279526,9.78902473392022,9.84864650260239,9.8613904026543,9.81389228761944,9.78709973028818,9.96344044047722
"ST3GAL5",6.93114980833341,6.88014952613274,6.77572096719069,6.82288699095707,9.72277927159153,9.81922496644432,9.74440182804487,9.78694932551725
"FLRT2",6.10199019525774,6.39415305245864,6.09249053193442,6.25286844272288,8.09873252715316,8.20823763638875,8.28227557447639,8.30263763286693
"NID2",8.20857753079211,8.18260496219313,8.30435952678884,8.26888821852012,10.8710409603086,10.7800098219687,10.9890791228128,10.8349294996883
"SELENOW",9.36821411678982,9.20665331595982,9.27220804447081,9.27132352882049,11.9981326949635,11.8824998505653,12.0909961926216,12.0411838930387
"ADA",6.01129825130064,6.15175994286621,6.2989494621251,6.38977144930712,6.23502120574888,6.22183876304013,6.22512557150927,6.62990408465588
"F2RL2",4.39466552458588,3.55059973912623,3.80417634405905,4.48401752611634,4.48947864278363,3.84487766723745,4.32615534597181,4.05624907061124
"SLC45A3",4.961383002724,4.73401472085055,4.71491536150074,5.16867500471106,1.74629178364064,1.54218088214803,2.26309674932511,2.34886288184377
"TSPAN9",9.38279189142956,9.26014618557075,9.43368866584451,9.40144474229663,8.95078336682813,8.95504401255091,9.0213940946443,8.96157150411924
"SPRY2",8.80191993945914,8.63494763392228,8.53546676502909,8.77106774030855,8.19287005717268,8.35788516240669,8.53232936269324,8.29294267428115
"ITGA7",10.605153000134,10.373544291772,10.5924366494539,10.5382166811888,9.69869749216097,9.58584472476696,9.83559551237675,9.6969158980705
"BTBD6",8.81714122073039,8.52674280833937,8.79415568058191,8.91058812002365,7.2448510035935,7.23130950972917,7.29033948686535,7.48182333441011
"VAX2",5.34151121092518,5.41625515110937,5.29315635443022,5.53294407761687,3.61584588114755,3.90347294373761,2.52103798466804,4.21862827459782
"GXYLT2",8.54186351544268,8.53609530030482,8.66223876177709,8.5162824005999,7.12816695147694,7.15038803999082,7.25592474757784,7.14132749825675
"EPHA4",6.03311179374866,5.99675689903473,5.90587635395023,6.15172559288007,3.87601217422582,3.41826326134577,4.0376372372713,3.43258015579427
"CASP7",7.98316423166231,7.69669726502323,7.86585948639468,7.8061525328093,6.98177819445298,7.03950574211354,6.78446108572946,6.76589844052866
"NECTIN3",8.05581495751769,8.3025594112873,8.14760184252121,8.04609709054934,6.04803085481675,6.10307401778176,6.24269742891746,6.25108618957564
"RBM24",9.65649300338862,9.57696468103714,9.7209857596363,9.53903806287257,1.19022151161351,1.27469713962074,1.23209150256322,1.87150921683169
"ESYT3",3.47250218192063,3.81033052701946,3.47599160325347,3.92043406701626,1.71044864536799,0.429872391233643,0.992545008557559,1.69129280362227
"TNFRSF21",7.14461216897486,7.13588030354425,7.04814716921838,7.09816091091153,4.63364362229824,4.37490429087892,4.33616566836974,4.17835257731122
"IMPDH1",7.49410473621058,7.71660248387246,7.62140271392252,7.62458297619625,8.54396109451241,8.52087353610387,8.73469177107748,8.65172851933701
"RPS6KA5",2.43533032175208,2.73875510845405,2.80415075296045,2.59585632334314,4.14482106306699,4.63389950532077,4.38767789669103,4.58869359289032
"COBLL1",4.5374523917754,4.82484148700424,4.58466927016461,4.68350066921728,6.15259631947235,6.24362403904008,6.07180536688724,6.11103432270636
"TBCEL",7.02848622559114,7.1025223303225,6.88390684409464,7.01342929770557,6.7159097552235,6.6753252500865,6.79886098840051,6.96814926772199
"MEGF10",8.19217732654235,8.31043778672628,8.20205571464772,8.14420955889816,7.7952480183646,7.7196799084526,7.88082422720319,7.88247638842962
"TIMM8B",9.49865684315559,9.44747141949344,9.4612933604149,9.69173584915157,9.76895444755405,9.60412990722661,9.70398487080431,9.4797830105188
"NES",12.5898911455566,12.6117238249433,12.7741653978795,12.7509585381573,11.064980167252,11.1560490862217,11.4134158860551,11.2705825965374
"CAV2",9.81883112987006,9.94735923569544,9.77764979848319,9.90822668351407,9.57965099638774,9.73791379676503,9.60208329457928,9.64147810720501
"SLC1A4",5.6322928232427,5.40294543595652,5.87015734797462,6.04350072520928,9.28028038175455,9.04904504873062,9.06250555583589,9.12240704329065
"TMEM47",9.68416484072936,9.95315933484352,9.93504796925346,9.83963160914934,8.6047372179315,8.78408090280713,8.6316747040169,8.60653986486077
"PLEKHJ1",7.09278797413116,7.29609037216973,7.03447571595231,7.34576319105102,8.90286158166828,8.75576856734919,9.11250833111887,8.7850611863035
"GALNT7",9.22866256940654,9.40623769988162,9.24005380079736,9.25346226230621,7.01120607217584,6.88089602719496,7.02352371304206,6.99556608888656
"ADGRA3",8.20760953865224,8.29021024670139,8.29200253153501,8.18162071434264,8.43987038883485,8.32394390790168,8.44021334657642,8.45116438819394
"RABGAP1L",5.8634804999099,6.08459205577058,5.91969909389948,6.08361890222468,5.66108313230589,5.99466516118691,5.89445401325875,5.92519506951978
"ADAMTS5",9.56430830613618,9.78068229045457,9.68784951442246,9.74179806776781,7.78145026148514,8.06658331372677,8.22442553497958,8.02475601785451
"SLC7A7",6.74616073082716,6.80389059706822,6.79603036724411,6.77503652097106,3.7534869644354,3.0180119403343,3.42858437521649,3.1700767599364
"SH2B3",8.93169198651477,8.9185412019844,9.01398464367054,8.88694598230165,8.79596562562992,8.72499944603016,8.73458272698381,8.75693932815581
"IRF1",5.94153287418323,5.75395748480359,5.98805928161686,6.06599235550264,9.30732853250647,9.34851441101685,9.33864973027609,9.30883747252122
"MORC4",8.58220833355443,8.53052169445869,8.48933270683048,8.56658226404684,6.10740400924568,6.04893562007598,5.89883379325001,5.82444888094946
"ARL5B",6.83887989101664,7.16375229789302,6.99958113720885,6.92235510655218,6.18213908720332,6.33370492056847,6.23120245188313,6.3294708023841
"STK10",7.35412219769707,7.44972129569262,7.43952179082411,7.5637714009699,7.0004344028182,6.89753911269093,7.17110629335168,7.03491668281127
"HSD17B10",10.2451185208717,10.07608616152,10.2364168016707,10.2005496100213,10.2990009297049,10.4246136401628,10.6075970714721,10.3663277651778
"SOX11",5.68893504318798,5.86183790717798,5.71507392646314,5.97074193475023,7.0352898957389,7.12080963124558,6.96776888084392,7.10338343750882
