"","Hd0_1","Hd0_2","Hd0_3","Hd0_4","Md0_1","Md0_2","Md0_3","Md0_4"
"MMS22L",6.95253821392933,6.60509432003156,7.0359650602479,7.15968586871096,8.37085541820583,8.40833668288675,8.48919573493999,8.58907418210172
"KDM3A",8.83049279146208,8.33175824207878,8.88676731501409,8.77603214642963,10.0107094965285,9.9981002189474,9.97128336708685,10.1390908926753
"ST3GAL5",7.82348535770256,8.29085052783425,7.94185655980266,8.05513434726104,11.9315792653063,11.8495094743597,12.0093269209258,12.0146256874984
"IFRD2",10.5986804983647,10.8859338643599,10.3143145511512,10.7485318793943,9.97166206488897,9.81176194746923,9.74374625509683,9.77921145218124
"SMYD4",8.63277474306745,8.65256038945401,8.45748501791991,8.6623131494882,9.84557229288889,9.67377880761192,9.92055972745706,9.95166052384148
"RBMX",12.0054966471566,12.0851675423794,12.0334516707063,12.1003349755195,10.5238320226859,10.528475651649,10.4914662610241,10.6272593731805
"TIMM10",11.8292141523879,12.3799617756092,11.4336226776702,11.479137073892,9.65411865734762,9.46999699872811,9.51734704895114,9.43133134593238
"GINS3",7.82395391126912,8.16710574441857,8.1831388743983,7.66443338047406,9.54957225470599,9.17083932784712,9.11471585220952,8.97712513658092
"TRIM44",10.2577673179422,9.76753995944112,10.3676379813605,10.3132461175819,10.711823804124,10.8623221983536,10.8456070334844,10.6930117574586
"XRCC6",13.8708646302546,14.2512599089976,13.9041657969728,13.883369184287,10.9741242488773,10.9605392949424,10.8562189090287,10.901799829303
"CDC42SE1",11.3445787415185,10.8740210832321,11.2715501542105,11.2264426398096,11.1540552027031,11.0578781760078,11.1380535262786,11.0761444189143
"CLSPN",10.0183155806943,9.17920021411346,9.84622127286807,10.0267411558716,9.08257432409749,8.96096874087101,9.17717364208047,8.99849771200652
"ATAD3A",11.2833891431405,12.0977033889867,11.2192514541981,11.1632022168519,10.0894905291937,10.139262837854,10.0029027667133,10.0524293112646
